model,task_id,trial_id,success,mp4_path
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode1_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,2,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode2_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,3,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode3_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,4,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode4_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,5,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode5_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode6_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode7_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode8_success.mp4
StarVLA-OFT-Qwen3VL,put_the_yellow_and_white_mug_in_the_microwave_and_close_it,9,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_episode9_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,0,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode0_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,1,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode1_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,2,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode2_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,3,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode3_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,4,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode4_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,5,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode5_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,6,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode6_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,7,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode7_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,8,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode8_success.mp4
StarVLA-OFT-Qwen3VL,turn_on_the_stove_and_put_the_moka_pot_on_it,9,1,/mnt/cpfs/zch/pav_checkpoints/stage1_oft_libero_10_seed42/results/libero_10/stage1_oft_libero_10_seed42_final_model_pytorch_model.pt/rollout_turn_on_the_stove_and_put_the_moka_pot_on_it_episode9_success.mp4
